url地址	漏洞类型	漏洞名称	危险等级	内容
http://hbqjzh.com/organization_show/	DebugAspx	ASP.NET允许文件调试	Low	http://hbqjzh.com/organization_show/anonymous.aspx
http://hbqjzh.com/scripts/artdialog/	DebugAspx	ASP.NET允许文件调试	Low	http://hbqjzh.com/scripts/artdialog/anonymous.aspx
http://hbqjzh.com/templates/main/images/down/	DebugAspx	ASP.NET允许文件调试	Low	http://hbqjzh.com/templates/main/images/down/anonymous.aspx
http://hp3z.com/	XFrameOptions	X-Frame-Options Header未配置	Low	http://hp3z.com/
http://hpddfx.com/	XFrameOptions	X-Frame-Options Header未配置	Low	http://hpddfx.com/
http://hbjztx.com/	XFrameOptions	X-Frame-Options Header未配置	Low	http://hbjztx.com/
http://hbjztx.com/public/js/jQuery1.7.2.js	JqueryXss	jQuery跨站脚本	Low	jQuery Ver : 1.8.0
http://hbjztx.com/	CookieWithoutSecure	会话Cookie中缺少secure属性	Low	http://hbjztx.com/
http://hbjztx.com/	RobotsInfo	Robots.txt站点文件	Low	http://hbjztx.com/robots.txt
http://hbjztx.com/product/product.php?lang=cn&class1=3&page=2	Xss	跨站脚本	High	{ID_INJECTION_MODE}:filename ,{PARAM}:filename ,{ID_PAYLOAD}:><script onreadystatechange=alert(21660)>
http://hbjztx.com/news/news.php?lang=cn&class1=2&page=2	Xss	跨站脚本	High	{ID_INJECTION_MODE}:filename ,{PARAM}:filename ,{ID_PAYLOAD}:><script onreadystatechange=alert(43186)>
http://hnctxy.com/	XFrameOptions	X-Frame-Options Header未配置	Low	http://hnctxy.com/
http://hpdyw.com/	XFrameOptions	X-Frame-Options Header未配置	Low	http://hpdyw.com/
http://hsnzyx.com/	XFrameOptions	X-Frame-Options Header未配置	Low	http://hsnzyx.com/
http://hbxtzx.com/	XFrameOptions	X-Frame-Options Header未配置	Low	http://hbxtzx.com/
http://hy96.com.cn/	XFrameOptions	X-Frame-Options Header未配置	Low	http://hy96.com.cn/
http://hbstfzx.com/	XFrameOptions	X-Frame-Options Header未配置	Low	http://hbstfzx.com/
http://hbstfzx.com/	WebDAVEnable	允许WebDAV	Low	Web Server
http://hbsyx.com/	CookieWithoutSecure	会话Cookie中缺少secure属性	Low	http://hbsyx.com/
http://hbsyx.com/User/Default.aspx	HostHeaderAttack	Host头攻击	Low	evilhost2b442b22.com
http://hbsyx.com/	RobotsInfo	Robots.txt站点文件	Low	http://hbsyx.com/robots.txt
http://hbsyx.com/ScriptResource.axd?d=qkuLAe37GW_SwpcuvqZBmmRY3vzBOF5c6sDQyQYff2KxH7THtOp0DHCEzvYAKaaVQBZN96ji6aiknm37l5w0kS0-71JwR6TNYAfyEB3QXWdAM5wJr1sF5IGNI1U1&t=636228420656288993	WebApplicationError	Web应用程序错误	Low	HTTP CODE : 500
http://hbsyx.com/js/ewebwditor/upload.asp	HostHeaderAttack	Host头攻击	Low	evilhost5a4b616a.com
http://hbsyx.com/js/eWebEditorNet/upload.aspx	HostHeaderAttack	Host头攻击	Low	evilhost088b046b.com
http://hbsyx.com/js/eWebEditor/php/upload.php	HostHeaderAttack	Host头攻击	Low	evilhostb25b6691.com
http://hbsyx.com/js/ewebwditor/php/upload.php	HostHeaderAttack	Host头攻击	Low	evilhost4045a73a.com
http://hbsyx.com/js/southidceditor/upload.asp	HostHeaderAttack	Host头攻击	Low	evilhost15804276.com
http://hbsyx.com/User/eWebEditorNet/upload.aspx	HostHeaderAttack	Host头攻击	Low	evilhost09580539.com
http://hbsyx.com/Template/Default/ewebwditor/upload.asp	HostHeaderAttack	Host头攻击	Low	evilhosta465b551.com
http://hbsyx.com/Template/Default/eWebEditor/php/upload.php	HostHeaderAttack	Host头攻击	Low	evilhost84b23353.com
http://hbsyx.com/Template/Default/ewebwditor/php/upload.php	HostHeaderAttack	Host头攻击	Low	evilhostab619478.com
http://hbsyx.com/Template/Default/eWebEditorNet/upload.aspx	HostHeaderAttack	Host头攻击	Low	evilhost5977b499.com
http://hbsyx.com/Template/Default/southidceditor/upload.asp	HostHeaderAttack	Host头攻击	Low	evilhost352b5178.com
http://hbsyx.com/Template/ewebwditor/upload.asp	HostHeaderAttack	Host头攻击	Low	evilhost1a734b64.com
http://hbsyx.com/Template/southidceditor/upload.asp	HostHeaderAttack	Host头攻击	Low	evilhost51972438.com
http://hbsyx.com/Template/ewebwditor/php/upload.php	HostHeaderAttack	Host头攻击	Low	evilhost96165637.com
http://hbsyx.com/Template/eWebEditor/php/upload.php	HostHeaderAttack	Host头攻击	Low	evilhost21825382.com
http://hbsyx.com/Template/eWebEditorNet/upload.aspx	HostHeaderAttack	Host头攻击	Low	evilhost96825a67.com
http://hbsyx.com/js/Encrypt/ewebwditor/php/upload.php	HostHeaderAttack	Host头攻击	Low	evilhost23631615.com
http://hbsyx.com/js/Encrypt/eWebEditor/php/upload.php	HostHeaderAttack	Host头攻击	Low	evilhost69118ba0.com
http://hbsyx.com/js/Encrypt/eWebEditorNet/upload.aspx	HostHeaderAttack	Host头攻击	Low	evilhost176786b3.com
http://hbsyx.com/js/Encrypt/ewebwditor/upload.asp	HostHeaderAttack	Host头攻击	Low	evilhost1344b14a.com
http://hbsyx.com/js/Encrypt/southidceditor/upload.asp	HostHeaderAttack	Host头攻击	Low	evilhost3abb6504.com
http://hbsyx.com/UploadFiles/teachingAndResearch/ewebwditor/upload.asp	HostHeaderAttack	Host头攻击	Low	evilhost26115844.com
http://hbsyx.com/UploadFiles/teachingAndResearch/eWebEditor/php/upload.php	HostHeaderAttack	Host头攻击	Low	evilhost2a880437.com
http://hbsyx.com/UploadFiles/teachingAndResearch/eWebEditorNet/upload.aspx	HostHeaderAttack	Host头攻击	Low	evilhostb2761727.com
http://hbsyx.com/UploadFiles/teachingAndResearch/southidceditor/upload.asp	HostHeaderAttack	Host头攻击	Low	evilhost806530a7.com
http://hbsyx.com/UploadFiles/teachingAndResearch/ewebwditor/php/upload.php	HostHeaderAttack	Host头攻击	Low	evilhost371b4236.com
http://hbsyx.com/UploadFiles/ewebwditor/php/upload.php	HostHeaderAttack	Host头攻击	Low	evilhost47b35856.com
http://hbsyx.com/UploadFiles/eWebEditor/php/upload.php	HostHeaderAttack	Host头攻击	Low	evilhost19013651.com
http://hbsyx.com/UploadFiles/eWebEditorNet/upload.aspx	HostHeaderAttack	Host头攻击	Low	evilhost400b2587.com
http://hbsyx.com/UploadFiles/ewebwditor/upload.asp	HostHeaderAttack	Host头攻击	Low	evilhost43172956.com
http://hbsyx.com/UploadFiles/southidceditor/upload.asp	HostHeaderAttack	Host头攻击	Low	evilhosta4086745.com
http://hbsyx.com/UploadFiles/student/eWebEditorNet/upload.aspx	HostHeaderAttack	Host头攻击	Low	evilhost30763482.com
http://hbsyx.com/UploadFiles/student/ewebwditor/php/upload.php	HostHeaderAttack	Host头攻击	Low	evilhost85a90885.com
http://hbsyx.com/UploadFiles/student/eWebEditor/php/upload.php	HostHeaderAttack	Host头攻击	Low	evilhost01473342.com
http://hbsyx.com/UploadFiles/student/ewebwditor/upload.asp	HostHeaderAttack	Host头攻击	Low	evilhost61b72822.com
http://hbsyx.com/UploadFiles/student/southidceditor/upload.asp	HostHeaderAttack	Host头攻击	Low	evilhost0291bb50.com
http://hbsyx.com/UploadFiles/event/ewebwditor/upload.asp	HostHeaderAttack	Host头攻击	Low	evilhosta03b3182.com
http://hbsyx.com/UploadFiles/event/eWebEditor/php/upload.php	HostHeaderAttack	Host头攻击	Low	evilhost431ba754.com
http://hbsyx.com/UploadFiles/event/eWebEditorNet/upload.aspx	HostHeaderAttack	Host头攻击	Low	evilhost605b1b12.com
http://hbsyx.com/UploadFiles/event/southidceditor/upload.asp	HostHeaderAttack	Host头攻击	Low	evilhost81079037.com
http://hbsyx.com/UploadFiles/event/ewebwditor/php/upload.php	HostHeaderAttack	Host头攻击	Low	evilhostb8983b39.com
http://hbsyx.com/UploadFiles/2017/ewebwditor/php/upload.php	HostHeaderAttack	Host头攻击	Low	evilhost53948862.com
http://hbsyx.com/UploadFiles/2017/eWebEditor/php/upload.php	HostHeaderAttack	Host头攻击	Low	evilhost350221a3.com
http://hbsyx.com/UploadFiles/2017/eWebEditorNet/upload.aspx	HostHeaderAttack	Host头攻击	Low	evilhost020441a0.com
http://hbsyx.com/UploadFiles/2017/ewebwditor/upload.asp	HostHeaderAttack	Host头攻击	Low	evilhost08413154.com
http://hbsyx.com/UploadFiles/2017/southidceditor/upload.asp	HostHeaderAttack	Host头攻击	Low	evilhost352b6b85.com
http://hbsyx.com/UploadFiles/UploadADPic/eWebEditorNet/upload.aspx	HostHeaderAttack	Host头攻击	Low	evilhost3637b81a.com
http://hbsyx.com/UploadFiles/UploadADPic/ewebwditor/upload.asp	HostHeaderAttack	Host头攻击	Low	evilhost609103a8.com
http://hbsyx.com/UploadFiles/UploadADPic/ewebwditor/php/upload.php	HostHeaderAttack	Host头攻击	Low	evilhost2a091a22.com
http://hbsyx.com/UploadFiles/UploadADPic/southidceditor/upload.asp	HostHeaderAttack	Host头攻击	Low	evilhost523ab038.com
http://hbsyx.com/UploadFiles/UploadADPic/eWebEditor/php/upload.php	HostHeaderAttack	Host头攻击	Low	evilhost572a8963.com
http://hbsyx.com/UploadFiles/XXGK/ewebwditor/upload.asp	HostHeaderAttack	Host头攻击	Low	evilhost64056893.com
http://hbsyx.com/UploadFiles/XXGK/eWebEditor/php/upload.php	HostHeaderAttack	Host头攻击	Low	evilhost0a330478.com
http://hbsyx.com/UploadFiles/XXGK/eWebEditorNet/upload.aspx	HostHeaderAttack	Host头攻击	Low	evilhost425b187b.com
http://hbsyx.com/UploadFiles/XXGK/southidceditor/upload.asp	HostHeaderAttack	Host头攻击	Low	evilhost425ba2b2.com
http://hbsyx.com/UploadFiles/XXGK/ewebwditor/php/upload.php	HostHeaderAttack	Host头攻击	Low	evilhost8a07191b.com
http://hbsyx.com/js/eWebEditorNet/eWebEditorNet/upload.aspx	HostHeaderAttack	Host头攻击	Low	evilhost94634204.com
http://hbsyx.com/js/eWebEditorNet/ewebwditor/upload.asp	HostHeaderAttack	Host头攻击	Low	evilhost61463183.com
http://hbsyx.com/js/eWebEditorNet/southidceditor/upload.asp	HostHeaderAttack	Host头攻击	Low	evilhost73024955.com
http://hbsyx.com/js/eWebEditorNet/ewebwditor/php/upload.php	HostHeaderAttack	Host头攻击	Low	evilhost91a14a78.com
http://hbsyx.com/js/eWebEditorNet/eWebEditor/php/upload.php	HostHeaderAttack	Host头攻击	Low	evilhost5b152197.com
http://hbsyx.com/js/ewebwditor/eWebEditorNet/upload.aspx	HostHeaderAttack	Host头攻击	Low	evilhost45930875.com
http://hbsyx.com/js/ewebwditor/ewebwditor/php/upload.php	HostHeaderAttack	Host头攻击	Low	evilhostaa753963.com
http://hbsyx.com/js/ewebwditor/eWebEditor/php/upload.php	HostHeaderAttack	Host头攻击	Low	evilhost0204a88a.com
http://hbsyx.com/js/ewebwditor/ewebwditor/upload.asp	HostHeaderAttack	Host头攻击	Low	evilhostaa390844.com
http://hbsyx.com/js/ewebwditor/southidceditor/upload.asp	HostHeaderAttack	Host头攻击	Low	evilhost546990b2.com
http://hbsyx.com/js/southidceditor/eWebEditorNet/upload.aspx	HostHeaderAttack	Host头攻击	Low	evilhostb35361ba.com
http://hbsyx.com/js/southidceditor/ewebwditor/upload.asp	HostHeaderAttack	Host头攻击	Low	evilhost897b7699.com
http://hbsyx.com/js/southidceditor/southidceditor/upload.asp	HostHeaderAttack	Host头攻击	Low	evilhost1087b83b.com
http://hbsyx.com/js/southidceditor/eWebEditor/php/upload.php	HostHeaderAttack	Host头攻击	Low	evilhosta809b1a9.com
http://hbsyx.com/js/southidceditor/ewebwditor/php/upload.php	HostHeaderAttack	Host头攻击	Low	evilhost354b3350.com
http://hbsyx.com/User/eWebEditorNet/eWebEditorNet/upload.aspx	HostHeaderAttack	Host头攻击	Low	evilhost33228994.com
http://hbsyx.com/Template/ewebwditor/eWebEditorNet/upload.aspx	HostHeaderAttack	Host头攻击	Low	evilhost18272b86.com
http://hbsyx.com/Template/ewebwditor/ewebwditor/upload.asp	HostHeaderAttack	Host头攻击	Low	evilhost875006a2.com
http://hbsyx.com/Template/ewebwditor/southidceditor/upload.asp	HostHeaderAttack	Host头攻击	Low	evilhost34566179.com
http://hbsyx.com/Template/ewebwditor/ewebwditor/php/upload.php	HostHeaderAttack	Host头攻击	Low	evilhost96044704.com
http://hbsyx.com/Template/ewebwditor/eWebEditor/php/upload.php	HostHeaderAttack	Host头攻击	Low	evilhost070505a5.com
http://hbsyx.com/Template/southidceditor/eWebEditor/php/upload.php	HostHeaderAttack	Host头攻击	Low	evilhost587aa4b0.com
http://hbsyx.com/Template/southidceditor/eWebEditorNet/upload.aspx	HostHeaderAttack	Host头攻击	Low	evilhost97a5b341.com
http://hbsyx.com/Template/southidceditor/ewebwditor/upload.asp	HostHeaderAttack	Host头攻击	Low	evilhost15552a17.com
http://hbsyx.com/Template/southidceditor/ewebwditor/php/upload.php	HostHeaderAttack	Host头攻击	Low	evilhosta5118365.com
http://hbsyx.com/Template/southidceditor/southidceditor/upload.asp	HostHeaderAttack	Host头攻击	Low	evilhost81194826.com
http://hbsyx.com/Template/eWebEditorNet/ewebwditor/php/upload.php	HostHeaderAttack	Host头攻击	Low	evilhost961b0909.com
http://hbsyx.com/Template/eWebEditorNet/eWebEditor/php/upload.php	HostHeaderAttack	Host头攻击	Low	evilhost603a4140.com
http://hbsyx.com/Template/eWebEditorNet/ewebwditor/upload.asp	HostHeaderAttack	Host头攻击	Low	evilhost107116a4.com
http://hbsyx.com/Template/eWebEditorNet/eWebEditorNet/upload.aspx	HostHeaderAttack	Host头攻击	Low	evilhost3185762a.com
http://hbsyx.com/Template/eWebEditorNet/southidceditor/upload.asp	HostHeaderAttack	Host头攻击	Low	evilhost86488274.com
http://hbsyx.com/js/eWebEditor/eWebEditor/php/upload.php	HostHeaderAttack	Host头攻击	Low	evilhost07208b98.com
http://hbsyx.com/js/eWebEditor/ewebwditor/upload.asp	HostHeaderAttack	Host头攻击	Low	evilhost1b7b3191.com
http://hbsyx.com/js/eWebEditor/eWebEditorNet/upload.aspx	HostHeaderAttack	Host头攻击	Low	evilhost14812275.com
http://hbsyx.com/js/eWebEditor/southidceditor/upload.asp	HostHeaderAttack	Host头攻击	Low	evilhost22243253.com
http://hbsyx.com/js/eWebEditor/ewebwditor/php/upload.php	HostHeaderAttack	Host头攻击	Low	evilhost7aa38253.com
http://hbsyx.com/UploadFiles/eWebEditorNet/eWebEditorNet/upload.aspx	HostHeaderAttack	Host头攻击	Low	evilhost2a653b17.com
http://hbsyx.com/UploadFiles/eWebEditorNet/ewebwditor/upload.asp	HostHeaderAttack	Host头攻击	Low	evilhostb01097b8.com
http://hbsyx.com/UploadFiles/eWebEditorNet/southidceditor/upload.asp	HostHeaderAttack	Host头攻击	Low	evilhost38978914.com
http://hbsyx.com/UploadFiles/eWebEditorNet/ewebwditor/php/upload.php	HostHeaderAttack	Host头攻击	Low	evilhost0b0508b8.com
http://hbsyx.com/UploadFiles/eWebEditorNet/eWebEditor/php/upload.php	HostHeaderAttack	Host头攻击	Low	evilhostb55b9233.com
http://hbsyx.com/UploadFiles/ewebwditor/ewebwditor/php/upload.php	HostHeaderAttack	Host头攻击	Low	evilhostb7a31269.com
http://hbsyx.com/UploadFiles/ewebwditor/eWebEditor/php/upload.php	HostHeaderAttack	Host头攻击	Low	evilhost79501030.com
http://hbsyx.com/UploadFiles/ewebwditor/eWebEditorNet/upload.aspx	HostHeaderAttack	Host头攻击	Low	evilhost11661929.com
http://hbsyx.com/UploadFiles/ewebwditor/ewebwditor/upload.asp	HostHeaderAttack	Host头攻击	Low	evilhost14271825.com
http://hbsyx.com/UploadFiles/ewebwditor/southidceditor/upload.asp	HostHeaderAttack	Host头攻击	Low	evilhost188a0293.com
http://hbsyx.com/UploadFiles/southidceditor/ewebwditor/php/upload.php	HostHeaderAttack	Host头攻击	Low	evilhost8a774175.com
http://hbsyx.com/UploadFiles/southidceditor/eWebEditorNet/upload.aspx	HostHeaderAttack	Host头攻击	Low	evilhost00b346b3.com
http://hbsyx.com/UploadFiles/southidceditor/eWebEditor/php/upload.php	HostHeaderAttack	Host头攻击	Low	evilhost44ba6424.com
http://hbsyx.com/UploadFiles/southidceditor/ewebwditor/upload.asp	HostHeaderAttack	Host头攻击	Low	evilhost45918312.com
http://hbsyx.com/UploadFiles/southidceditor/southidceditor/upload.asp	HostHeaderAttack	Host头攻击	Low	evilhosta9277955.com
http://hbsyx.com/Template/eWebEditor/eWebEditor/php/upload.php	HostHeaderAttack	Host头攻击	Low	evilhosta3a8aa89.com
http://hbsyx.com/Template/eWebEditor/eWebEditorNet/upload.aspx	HostHeaderAttack	Host头攻击	Low	evilhost3a9968b7.com
http://hbsyx.com/Template/eWebEditor/ewebwditor/upload.asp	HostHeaderAttack	Host头攻击	Low	evilhost83143522.com
http://hbsyx.com/Template/eWebEditor/southidceditor/upload.asp	HostHeaderAttack	Host头攻击	Low	evilhost5719437b.com
http://hbsyx.com/Template/eWebEditor/ewebwditor/php/upload.php	HostHeaderAttack	Host头攻击	Low	evilhostb835b645.com
http://hbsyx.com/UploadFiles/eWebEditor/ewebwditor/upload.asp	HostHeaderAttack	Host头攻击	Low	evilhost67152462.com
http://hbsyx.com/UploadFiles/eWebEditor/eWebEditorNet/upload.aspx	HostHeaderAttack	Host头攻击	Low	evilhost23471a24.com
http://hbsyx.com/UploadFiles/eWebEditor/eWebEditor/php/upload.php	HostHeaderAttack	Host头攻击	Low	evilhosta1a40027.com
http://hbsyx.com/UploadFiles/eWebEditor/southidceditor/upload.asp	HostHeaderAttack	Host头攻击	Low	evilhost60704173.com
http://hbsyx.com/UploadFiles/eWebEditor/ewebwditor/php/upload.php	HostHeaderAttack	Host头攻击	Low	evilhost7059a632.com
http://hrcjzx.com/	XFrameOptions	X-Frame-Options Header未配置	Low	http://hrcjzx.com/
http://hsjz.com/	XFrameOptions	X-Frame-Options Header未配置	Low	http://hsjz.com/
http://www.lib.wust.edu.cn/	IisShortfname	IIS短文件名泄露	Low	http://www.lib.wust.edu.cn/*~1*/a.aspx?aspxerrorpath=/
http://hmsiyuan.com/	XFrameOptions	X-Frame-Options Header未配置	Low	http://hmsiyuan.com/
http://hmsiyuan.com/	WebDAVEnable	允许WebDAV	Low	Web Server
http://hmsiyuan.com/	IisShortfname	IIS短文件名泄露	Low	http://hmsiyuan.com/*~1*/a.aspx?aspxerrorpath=/
http://imp.scuec.edu.cn/	XFrameOptions	X-Frame-Options Header未配置	Low	http://imp.scuec.edu.cn/
http://hstjxx.net.cn/	XFrameOptions	X-Frame-Options Header未配置	Low	http://hstjxx.net.cn/
http://hszyw.com/	XFrameOptions	X-Frame-Options Header未配置	Low	http://hszyw.com/
http://hssxszx.com/	XFrameOptions	X-Frame-Options Header未配置	Low	http://hssxszx.com/
http://hssxszx.com/	WebDAVEnable	允许WebDAV	Low	Web Server
http://hssxszx.com/	IisShortfname	IIS短文件名泄露	Low	http://hssxszx.com/*~1*/a.aspx?aspxerrorpath=/
http://hssxszx.com/	CookieWithoutSecure	会话Cookie中缺少secure属性	Low	http://hssxszx.com/
http://hssxszx.com/css/style.css	HttpsysRce	Http.sys远程代码执行	Critical	http://hssxszx.com/css/style.css
http://hsez.net.cn/	XFrameOptions	X-Frame-Options Header未配置	Low	http://hsez.net.cn/
http://hsez.net.cn/	WebDAVEnable	允许WebDAV	Low	Web Server
http://hte21.cn/	XFrameOptions	X-Frame-Options Header未配置	Low	http://hte21.cn/
http://hbzjzj.com/	XFrameOptions	X-Frame-Options Header未配置	Low	http://hbzjzj.com/
http://hbies.cn/	XFrameOptions	X-Frame-Options Header未配置	Low	http://hbies.cn/
http://ihold.com.cn/	XFrameOptions	X-Frame-Options Header未配置	Low	http://ihold.com.cn/
http://jlxjy.net/	XFrameOptions	X-Frame-Options Header未配置	Low	http://jlxjy.net/
http://jlxcgzx.net/	XFrameOptions	X-Frame-Options Header未配置	Low	http://jlxcgzx.net/
http://hdfz.cn/	XFrameOptions	X-Frame-Options Header未配置	Low	http://hdfz.cn/
http://hdfz.cn/Skin/hdfz2018/JS/jquery-1.7.1.min.js	JqueryXss	jQuery跨站脚本	Low	jQuery Ver : jquery-1.7.1.min.js
http://hdfz.cn/	WebDAVEnable	允许WebDAV	Low	Web Server
http://hdfz.cn/	CookieWithoutSecure	会话Cookie中缺少secure属性	Low	http://hdfz.cn/
http://hdfz.cn/	IisShortfname	IIS短文件名泄露	Low	http://hdfz.cn/*~1*/a.aspx?aspxerrorpath=/
http://hdfz.cn/Soft	HostHeaderAttack	Host头攻击	Low	evilhost62055889.com
http://hdfz.cn/IT	HostHeaderAttack	Host头攻击	Low	evilhost6869918b.com
http://hdfz.cn/Count/counter.asp?style=all&Referer=&Timezone=-480&Width=1024&Height=768&Color=32	WebApplicationError	Web应用程序错误	Low	HTTP CODE : 500
http://hdfz.cn/Article	HostHeaderAttack	Host头攻击	Low	evilhost65a22b52.com
http://hdfz.cn/Listening	HostHeaderAttack	Host头攻击	Low	evilhost5b564488.com
http://hdfz.cn/Admin/Admin_login.asp	LoginWithHttp	基于HTTP连接的登录请求	Low	http://hdfz.cn/Admin/Admin_login.asp
http://jinniuzi.com.cn/	XFrameOptions	X-Frame-Options Header未配置	Low	http://jinniuzi.com.cn/
http://jinniuzi.com.cn/wcs/Tpl/home/default/js/jquery-1.8.3.min.js	JqueryXss	jQuery跨站脚本	Low	jQuery Ver : jquery-1.8.3.min.js
http://jinniuzi.com.cn/wcs/Tpl/home/default/__BASE__/js/jquery-1.8.3.min.js	JqueryXss	jQuery跨站脚本	Low	jQuery Ver : jquery-1.8.3.min.js
http://jstsxx.com/	XFrameOptions	X-Frame-Options Header未配置	Low	http://jstsxx.com/
http://huijiaoyun.com/	XFrameOptions	X-Frame-Options Header未配置	Low	http://huijiaoyun.com/
http://huijiaoyun.com/	CookieWithoutSecure	会话Cookie中缺少secure属性	Low	http://huijiaoyun.com/
http://hbwhxx.com/	RobotsInfo	Robots.txt站点文件	Low	http://hbwhxx.com/robots.txt
http://jmsdbzx.net/	CookieWithoutHttponly	会话Cookie中缺少HttpOnly属性	Low	http://jmsdbzx.net/
http://jmsdbzx.net/	CookieWithoutSecure	会话Cookie中缺少secure属性	Low	http://jmsdbzx.net/
http://jmsdbzx.net/list.php	LoginWithHttp	基于HTTP连接的登录请求	Low	http://jmsdbzx.net/list.php
http://hbwhxx.com/admin/Login.aspx	WebApplicationError	Web应用程序错误	Low	HTTP CODE : 500
http://hbswxzx.com/	XFrameOptions	X-Frame-Options Header未配置	Low	http://hbswxzx.com/
http://hbswxzx.com/js/inc/jquery1.8.2.js?v=20121106	JqueryXss	jQuery跨站脚本	Low	jQuery Ver : 1.8.2
http://hbswxzx.com/	WebDAVEnable	允许WebDAV	Low	Web Server
http://hbswxzx.com/	RobotsInfo	Robots.txt站点文件	Low	http://hbswxzx.com/robots.txt
http://hbswxzx.com/	IisShortfname	IIS短文件名泄露	Low	http://hbswxzx.com/*~1*/a.aspx?aspxerrorpath=/
http://hbswxzx.com/users.asp?mudi=login&webPathPart=&_=1561547086957	LoginWithHttp	基于HTTP连接的登录请求	Low	http://hbswxzx.com/users.asp?mudi=login&webPathPart=&_=1561547086957
http://hbswxzx.com/js/inc/jquery1.8.2.js	JqueryXss	jQuery跨站脚本	Low	jQuery Ver : 1.8.2
http://hbswxzx.com/deal_js.asp?mudi=newsAddReadNum&dataID=1&isNoReturn=0	WebApplicationError	Web应用程序错误	Low	HTTP CODE : 500
http://jntyyey.com/	XFrameOptions	X-Frame-Options Header未配置	Low	http://jntyyey.com/
http://hbxyhx.com/	Iis78PathDisclosure	IIS错误页面路径泄露	Low	http://hbxyhx.com/_Anonymous/_This/_Path/_Is/_NotExist/
http://hbxyhx.com/	XFrameOptions	X-Frame-Options Header未配置	Low	http://hbxyhx.com/
http://hbxyhx.com/	CookieWithoutSecure	会话Cookie中缺少secure属性	Low	http://hbxyhx.com/
http://hbxyhx.com/news/jsnews.asp?cataid=A0086&words=14&num=10&pic=16&pica=3	WebApplicationError	Web应用程序错误	Low	HTTP CODE : 500
http://huiwanzx.com/	XFrameOptions	X-Frame-Options Header未配置	Low	http://huiwanzx.com/
http://hsjbxx.com/	XFrameOptions	X-Frame-Options Header未配置	Low	http://hsjbxx.com/
http://hsjbxx.com/	KindEditorFileUpload	KindEditor 文件上传	Medium	http://hsjbxx.com:80/kindeditor/php/../../upload/file/20190626/20190626200528_96253.html
http://hsjbxx.com/index.php	Xss	跨站脚本	High	{ID_INJECTION_MODE}:filename ,{PARAM}:filename ,{ID_PAYLOAD}:>--><script>alert(47246)</script>
http://hsjbxx.com/news.html?page=1&	Xss	跨站脚本	High	{ID_INJECTION_MODE}:param ,{PARAM}:page ,{ID_PAYLOAD}:>--><script>alert(16100)</script>
http://jsqjzx.com/	XFrameOptions	X-Frame-Options Header未配置	Low	http://jsqjzx.com/
http://jsqjzx.com/	WebDAVEnable	允许WebDAV	Low	Web Server
http://jsxyey.com/	XFrameOptions	X-Frame-Options Header未配置	Low	http://jsxyey.com/
http://jmwlxx.com/	WebDAVEnable	允许WebDAV	Low	Web Server
http://jmwlxx.com/	CookieWithoutSecure	会话Cookie中缺少secure属性	Low	http://jmwlxx.com/
http://jssyzx.net/	XFrameOptions	X-Frame-Options Header未配置	Low	http://jssyzx.net/
http://jssyzx.net/	WebDAVEnable	允许WebDAV	Low	Web Server
http://jssyzx.net/js/jquery.pack.js	JqueryXss	jQuery跨站脚本	Low	jQuery Ver : 1.7.1
http://jssyzx.net/	IisShortfname	IIS短文件名泄露	Low	http://jssyzx.net/*~1*/a.aspx?aspxerrorpath=/
http://jsqlzx.com/	XFrameOptions	X-Frame-Options Header未配置	Low	http://jsqlzx.com/
http://hslhtxx.icoc.me/	XFrameOptions	X-Frame-Options Header未配置	Low	http://hslhtxx.icoc.me/
http://jzgcxy.cn/	XFrameOptions	X-Frame-Options Header未配置	Low	http://jzgcxy.cn/
http://jzgcxy.cn/	CookieWithoutSecure	会话Cookie中缺少secure属性	Low	http://jzgcxy.cn/
http://jysyyey.com.cn/	XFrameOptions	X-Frame-Options Header未配置	Low	http://jysyyey.com.cn/
http://hbtyzy.com/	XFrameOptions	X-Frame-Options Header未配置	Low	http://hbtyzy.com/
http://hbtyzy.com/	WebDAVEnable	允许WebDAV	Low	Web Server
http://hbtyzy.com/	CookieWithoutSecure	会话Cookie中缺少secure属性	Low	http://hbtyzy.com/
http://hbtyzy.com/	IisShortfname	IIS短文件名泄露	Low	http://hbtyzy.com/*~1*/a.aspx?aspxerrorpath=/
http://hbtyzy.com/News.asp?uidA=5&uidB=19	WebApplicationError	Web应用程序错误	Low	HTTP CODE : 500
http://hbtyzy.com/in_photo01_01.js	JqueryXss	jQuery跨站脚本	Low	jQuery Ver : 1.4.4
http://jlzhzx.net/	XFrameOptions	X-Frame-Options Header未配置	Low	http://jlzhzx.net/
http://jlzhzx.net/	LoginWithHttp	基于HTTP连接的登录请求	Low	http://jlzhzx.net/
http://kfqxhxx.com/	XFrameOptions	X-Frame-Options Header未配置	Low	http://kfqxhxx.com/
http://kfqxhxx.com/	SensitiveFile	敏感文件	Low	cgi-bin/printenv
http://lcyzzfz.com/	XFrameOptions	X-Frame-Options Header未配置	Low	http://lcyzzfz.com/
http://hzsdesy.com/	XFrameOptions	X-Frame-Options Header未配置	Low	http://hzsdesy.com/
http://hlx.hbzyy.org/	XFrameOptions	X-Frame-Options Header未配置	Low	http://hlx.hbzyy.org/
http://hlx.hbzyy.org/loginx.asp	LoginWithHttp	基于HTTP连接的登录请求	Low	http://hlx.hbzyy.org/loginx.asp
